"","Term","Info1","Info2","Freq"
"1364","滑稽","名詞","形容動詞語幹",1
"1365","肝心","名詞","形容動詞語幹",1
"1366","奇警","名詞","形容動詞語幹",1
"1368","気楽","名詞","形容動詞語幹",1
"1369","稀","名詞","形容動詞語幹",1
"1371","強力","名詞","形容動詞語幹",1
"1372","愚昧","名詞","形容動詞語幹",1
"1373","健康","名詞","形容動詞語幹",1
"1374","嫌い","名詞","形容動詞語幹",1
"1375","元気","名詞","形容動詞語幹",1
"1376","好き","名詞","形容動詞語幹",1
"1378","失敬","名詞","形容動詞語幹",1
"1379","十分","名詞","形容動詞語幹",1
"1380","出鱈目","名詞","形容動詞語幹",1
"1381","純粋","名詞","形容動詞語幹",1
"1382","勝手","名詞","形容動詞語幹",1
"1384","上等","名詞","形容動詞語幹",1
"1386","正当","名詞","形容動詞語幹",1
"1387","精細","名詞","形容動詞語幹",1
"1388","静か","名詞","形容動詞語幹",1
"1389","窃か","名詞","形容動詞語幹",1
"1391","大胆","名詞","形容動詞語幹",1
"1393","適当","名詞","形容動詞語幹",1
"1394","透明","名詞","形容動詞語幹",1
"1395","同断","名詞","形容動詞語幹",1
"1396","同様","名詞","形容動詞語幹",1
"1397","得意","名詞","形容動詞語幹",1
"1398","得意気","名詞","形容動詞語幹",1
"1402","不覚","名詞","形容動詞語幹",1
"1404","不自由","名詞","形容動詞語幹",1
"1405","不人情","名詞","形容動詞語幹",1
"1407","便利","名詞","形容動詞語幹",1
"1408","豊か","名詞","形容動詞語幹",1
"1409","傍若無人","名詞","形容動詞語幹",1
"1412","無頓着","名詞","形容動詞語幹",1
"1414","明瞭","名詞","形容動詞語幹",1
"1416","容易","名詞","形容動詞語幹",1
"1418","乱暴","名詞","形容動詞語幹",1
"1420","獰悪","名詞","形容動詞語幹",1
"1421","矮小","名詞","形容動詞語幹",1
"1422","饒舌","名詞","形容動詞語幹",1
"1424","こん","名詞","固有名詞",1
"1425","スー","名詞","固有名詞",1
"1426","ハリソン","名詞","固有名詞",1
"1427","ワットマン","名詞","固有名詞",1
"1428","越","名詞","固有名詞",1
"1429","家内","名詞","固有名詞",1
"1430","近","名詞","固有名詞",1
"1431","迎","名詞","固有名詞",1
"1433","三間","名詞","固有名詞",1
"1434","始","名詞","固有名詞",1
"1436","笑","名詞","固有名詞",1
"1437","上今","名詞","固有名詞",1
"1438","杉","名詞","固有名詞",1
"1440","総","名詞","固有名詞",1
"1444","朝日","名詞","固有名詞",1
"1445","日本","名詞","固有名詞",1
"1447","半","名詞","固有名詞",1
"1448","仏","名詞","固有名詞",1
"1449","木の根","名詞","固有名詞",1
"1450","露","名詞","固有名詞",1
"1452","何","名詞","数",1
"1457","数","名詞","数",1
"1460","がかり","名詞","接尾",1
"1462","さ","名詞","接尾",1
"1463","さん","名詞","接尾",1
"1466","だらけ","名詞","接尾",1
"1468","よう","名詞","接尾",1
"1470","ページ","名詞","接尾",1
"1476","間","名詞","接尾",1
"1477","顔","名詞","接尾",1
"1478","給","名詞","接尾",1
"1479","強","名詞","接尾",1
"1480","玉","名詞","接尾",1
"1482","権","名詞","接尾",1
"1484","国","名詞","接尾",1
"1485","頃","名詞","接尾",1
"1486","史","名詞","接尾",1
"1487","時","名詞","接尾",1
"1489","車","名詞","接尾",1
"1490","手","名詞","接尾",1
"1491","種","名詞","接尾",1
"1492","出","名詞","接尾",1
"1496","先","名詞","接尾",1
"1497","線","名詞","接尾",1
"1499","族","名詞","接尾",1
"1500","大","名詞","接尾",1
"1501","段","名詞","接尾",1
"1503","坪","名詞","接尾",1
"1505","度","名詞","接尾",1
"1509","入り","名詞","接尾",1
"1510","年","名詞","接尾",1
"1511","杯","名詞","接尾",1
"1512","倍","名詞","接尾",1
"1513","匹","名詞","接尾",1
"1514","筆","名詞","接尾",1
"1517","別","名詞","接尾",1
"1519","方","名詞","接尾",1
"1521","枚","名詞","接尾",1
"1523","名","名詞","接尾",1
"1526","力","名詞","接尾",1
"1527","論","名詞","接尾",1
"1528","話","名詞","接尾",1
"1531","おら","名詞","代名詞",1
"1532","おれ","名詞","代名詞",1
"1534","こっち","名詞","代名詞",1
"1540","どっち","名詞","代名詞",1
"1541","どれ","名詞","代名詞",1
"1542","なに","名詞","代名詞",1
"1543","なん","名詞","代名詞",1
"1547","皆","名詞","代名詞",1
"1558","きり","名詞","非自立",1
"1564","はず","名詞","非自立",1
"1565","まま","名詞","非自立",1
"1567","もん","名詞","非自立",1
"1569","ん","名詞","非自立",1
"1571","下","名詞","非自立",1
"1573","限り","名詞","非自立",1
"1575","頃","名詞","非自立",1
"1581","折","名詞","非自立",1
"1583","度","名詞","非自立",1
"1590","さっき","名詞","副詞可能",1
"1593","たくさん","名詞","副詞可能",1
"1595","一月","名詞","副詞可能",1
"1596","一刻","名詞","副詞可能",1
"1598","一廉","名詞","副詞可能",1
"1600","近く","名詞","副詞可能",1
"1605","昨夜","名詞","副詞可能",1
"1607","時間","名詞","副詞可能",1
"1608","自ら","名詞","副詞可能",1
"1609","終日","名詞","副詞可能",1
"1611","初め","名詞","副詞可能",1
"1612","場合","名詞","副詞可能",1
"1613","生涯","名詞","副詞可能",1
"1615","先日","名詞","副詞可能",1
"1618","全て","名詞","副詞可能",1
"1619","昼","名詞","副詞可能",1
"1622","当分","名詞","副詞可能",1
"1623","半分","名詞","副詞可能",1
"1624","平生","名詞","副詞可能",1
"1625","暮れ","名詞","副詞可能",1
"1627","毎夜","名詞","副詞可能",1
"1629","夜中","名詞","副詞可能",1
"1634","いわゆる","連体詞","*",1
"1639","とある","連体詞","*",1
"1640","どういう","連体詞","*",1
"1641","どの","連体詞","*",1
